0.41732,1260036056,106
0.4208,1260036357,99
0.42427,1260036657,95
0.42775,1260036958,91
0.43122,1260037257,88
0.43469,1260037557,86
0.43816,1260037857,84
0.44164,1260038158,85
0.44511,1260038458,82
0.44858,1260038757,81
0.45204,1260039056,83
0.45551,1260039356,85
0.45898,1260039656,83
0.46246,1260039957,84
0.46593,1260040256,84
0.4694,1260040556,87
0.47287,1260040856,90
0.47635,1260041157,96
0.47982,1260041456,114
0.49023,1260042356,191
0.49371,1260042657,209
0.49718,1260042956,220
0.50065,1260043256,227
0.50412,1260043556,232
0.5076,1260043857,233
0.51107,1260044156,233
0.51454,1260044456,232
0.51801,1260044756,232
0.52148,1260045056,232
0.52496,1260045357,231
0.52843,1260045656,230
0.5319,1260045956,231
0.53537,1260046256,232
0.53885,1260046557,234
0.54232,1260046856,234
0.54579,1260047156,233
0.54926,1260047456,230
0.55273,1260047756,228
0.55621,1260048057,227
0.55968,1260048356,226
0.56315,1260048656,223
0.5701,1260049257,216
0.57357,1260049556,214
0.57704,1260049856,212
0.58051,1260050156,210
0.58398,1260050456,206
0.58746,1260050757,199
0.59093,1260051056,198
0.5944,1260051356,196
0.59787,1260051656,193
0.60134,1260051956,192
0.60481,1260052256,192
0.60829,1260052556,194
0.61176,1260052856,196
0.61523,1260053156,195
0.6187,1260053456,195
0.62217,1260053755,192
0.62565,1260054056,189
0.62912,1260054356,186
0.63259,1260054656,180
0.63606,1260054956,174
0.63953,1260055255,173
0.64648,1260055856,173
0.64995,1260056156,167
0.65342,1260056455,162
0.65689,1260056755,157
0.66037,1260057056,152
0.66384,1260057356,148
0.66731,1260057656,140
0.67078,1260057955,132
0.67425,1260058255,125
0.67773,1260058556,114
0.6812,1260058856,102
0.68467,1260059155,91
0.68814,1260059455,81
0.69161,1260059755,73
0.69508,1260060055,66
0.69856,1260060356,59
0.70203,1260060655,54
0.7055,1260060955,50
0.70897,1260061255,48
0.71244,1260061555,52
0.71592,1260061855,57
0.7298,1260063055,134
0.73327,1260063355,129
0.73675,1260063655,122
0.74022,1260063955,118
0.74369,1260064255,112
0.74716,1260064555,108
0.75063,1260064854,103
0.75411,1260065155,98
0.75758,1260065455,94
0.76105,1260065755,89
0.76452,1260066055,86
0.76799,1260066354,78
0.77147,1260066655,76
0.77494,1260066955,80
0.77841,1260067255,82
0.78188,1260067554,84
0.78535,1260067854,85
0.78883,1260068155,86
0.79577,1260068755,82
0.79924,1260069054,84
0.80271,1260069354,84
0.80619,1260069655,87
0.80966,1260069955,93
0.81313,1260070254,107
0.8166,1260070554,120
0.82007,1260070854,130
0.82354,1260071154,138
0.82702,1260071455,154
0.83049,1260071754,176
0.83396,1260072054,192
0.83743,1260072354,202
0.8409,1260072654,214
0.84438,1260072954,223
0.84785,1260073254,231
0.85132,1260073554,239
0.85479,1260073854,243
0.85826,1260074154,248
0.86173,1260074453,249
0.86521,1260074754,249
0.86868,1260075054,247
0.87215,1260075354,246
0.87562,1260075654,252
0.87909,1260075953,258
0.88257,1260076254,264
0.88604,1260076554,267
0.88951,1260076854,270
0.89298,1260077153,275
0.89645,1260077453,279
0.89993,1260077754,282
0.9034,1260078054,282
0.90687,1260078354,284
0.91034,1260078653,284
0.91381,1260078953,286
0.91729,1260079254,289
0.92076,1260079554,290
0.92423,1260079853,290
0.9277,1260080153,287
0.93117,1260080453,283
0.93465,1260080754,281
0.93812,1260081054,275
0.94159,1260081353,255
0.94506,1260081653,254
0.94853,1260081953,249
0.952,1260082253,250
0.95548,1260082553,249
0.95895,1260082853,248
0.96242,1260083153,245
0.96589,1260083453,243
0.96936,1260083753,238
0.97631,1260084353,226
0.97978,1260084653,219
0.98325,1260084953,212
0.98672,1260085253,206
0.99019,1260085552,201
0.99367,1260085853,196
0.99714,1260086153,190
1.0006,1260086452,183
1.0041,1260086754,176
1.0076,1260087057,169
1.011,1260087350,162
1.0145,1260087653,155
1.018,1260087955,150
1.0214,1260088249,143
1.0249,1260088551,137
1.0284,1260088854,132
1.0319,1260089156,127
1.0353,1260089450,122
1.0388,1260089752,117
1.0423,1260090055,113
1.0457,1260090348,110
1.0492,1260090651,105
1.0527,1260090953,102
1.0562,1260091256,99
1.0596,1260091549,97
1.0631,1260091852,96
1.0666,1260092154,96
1.07,1260092448,95
1.0735,1260092750,96
1.077,1260093053,97
1.0805,1260093355,100
1.0839,1260093649,101
1.0874,1260093951,100
1.0909,1260094254,100
1.0944,1260094556,99
1.0978,1260094850,99
1.1013,1260095152,100
1.1048,1260095455,100
1.1082,1260095748,101
1.1117,1260096051,104
1.1152,1260096353,106
1.1187,1260096656,108
1.1221,1260096949,111
1.1256,1260097252,114
1.1291,1260097554,115
1.1325,1260097848,117
1.136,1260098150,119
1.1395,1260098453,120
1.143,1260098755,124
1.1464,1260099049,126
1.1499,1260099351,130
1.1534,1260099654,133
1.1568,1260099948,134
1.1603,1260100250,136
1.1638,1260100552,139
1.1673,1260100855,141
1.1707,1260101148,142
1.1742,1260101451,144
1.1777,1260101753,145
1.1811,1260102047,146
1.1846,1260102349,145
1.1881,1260102652,145
1.1916,1260102954,146
1.195,1260103248,146
1.1985,1260103550,146
1.202,1260103853,146
1.2055,1260104155,146
1.2089,1260104449,147
1.2124,1260104751,148
1.2159,1260105054,149
1.2193,1260105348,153
1.2228,1260105650,155
1.2263,1260105952,157
1.2298,1260106255,159
1.2332,1260106548,160
1.2367,1260106851,162
1.2402,1260107153,162
1.2436,1260107447,161
1.2471,1260107749,162
1.2506,1260108052,161
1.2541,1260108354,159
1.2575,1260108648,160
1.261,1260108950,162
1.2645,1260109253,163
1.2679,1260109547,164
1.2714,1260109849,165
1.2749,1260110151,166
1.2784,1260110454,167
1.2818,1260110748,168
1.2853,1260111050,169
1.2888,1260111352,171
1.2922,1260111646,171
1.2957,1260111948,172
1.2992,1260112251,172
1.3027,1260112553,173
1.3061,1260112847,173
1.3096,1260113149,172
